Person Chinese Name,Person Pinyin Name,Person Title,Person Branch,PBSC Chinese Name,PBSC Pinyin Name,Shared Anchor,Anchor Type,Binary Overlap,Episode Pair Count,Total Overlap Years,Max Continuous Overlap Years,Earliest Overlap Start,Latest Overlap End,Years From Last Overlap To 20th CC,Timing Bucket,Person Rank At Overlap,Person Career Stage At Overlap,PBSC Member Rank At Overlap,PBSC Member Career Stage At Overlap,Role Relationship,Context System Tags,Mechanical Confidence,Confidence Rationale,Manual Faction Label,Manual Faction Notes,Weighted Overlap Score,Person Biography Status,Person Episode Count,Person Data Quality,Person Is Baidu Gap,Sample Evidence
王小洪,Wang Xiaohong,Member of Secretariat of the CPC Central Committee; State Councilor; Member of State Council Secretariat Party Leadership Group; Minister of Public Security; Secretary of Party Leadership Group; Deputy Secretary of Central Political and Legal Affairs Commission; Commissioner General,State Council,习近平,Xi Jinping,福建,province/municipality,1,15,18,18,1985,2002,20,older overlap,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,Y,Fujian,37.75,matched_title,21,usable,,"福建 1985-1988: 1984-1989 福建省闽侯县公安局副局长 ↔ 习近平 1985-1988 福建省厦门市委常委、副市长
福建 1988-1989: 1984-1989 福建省闽侯县公安局副局长 ↔ 习近平 1988-1990 福建省宁德地委书记，宁德军分区党委第一书记
福建 1989-1990: 1989-1993 福建省闽侯县公安局局长，福建省福州市公安局郊区分局局长、党委书记 ↔ 习近平 1988-1990 福建省宁德地委书记，宁德军分区党委第一书记
福建 1990-1993: 1989-1993 福建省闽侯县公安局局长，福建省福州市公安局郊区分局局长、党委书记 ↔ 习近平 1990-1993 福建省福州市委书记、市人大常委会主任，福州军分区党委第一书记
福建 1993-1993: 1989-1993 福建省闽侯县公安局局长，福建省福州市公安局郊区分局局长、党委书记 ↔ 习近平 1993-1995 福建省委常委，福州市委书记、市人大常委会主任，福州军分区党委第一书记"
王广华,Wang Guanghua,"Former Secretary, Party Leadership Group; Former Minister of the Ministry of Natural Resources;  Former National Chief Inspector of Natural Resources",State Council,赵乐际,Zhao Leji,北京大学,university/research,1,1,2,2,1979,1980,42,older overlap,1,education/early career,1,education/early career,near-peer rank at overlap,academia,Low,same university/research anchor is weaker evidence of factional connection,,,1.45,matched_title,19,usable,,北京大学 1979-1980: 1979-1983 北京大学 地理学系经济地理专业学习 ↔ 赵乐际 1977-1980 北京大学哲学系哲学专业学习
王文涛,Wang Wentao,Minister and Secretary of Party Leadership Group of Ministry of Commerce ,State Council,丁薛祥,Ding Xuexiang,上海,province/municipality,1,24,26,21,1985,2011,11,older overlap,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,academia; provincial,High,same province/municipality with sustained or repeated overlapping career episodes,Y,Shanghai,52.0,matched_title,22,usable,,"上海 1985-1988: 1985-1991 上海航天职工大学教师、团委书记 ↔ 丁薛祥 1984-1988 上海材料研究所办公室副主任、团委书记
上海 1988-1991: 1985-1991 上海航天职工大学教师、团委书记 ↔ 丁薛祥 1988-1992 上海材料研究所办公室主任、宣传部主任
上海 1991-1992: 1991-1992 上海航天职工大学学生科副科长 ↔ 丁薛祥 1988-1992 上海材料研究所办公室主任、宣传部主任
上海 1992-1992: 1991-1992 上海航天职工大学学生科副科长 ↔ 丁薛祥 1992-1994 上海材料研究所九室主任 （其间：1993.09-1993.12上海市委党校中青年干部培训班学习）
上海 1992-1992: 1992-1994 上海航天职工大学学历教育科科长 ↔ 丁薛祥 1988-1992 上海材料研究所办公室主任、宣传部主任"
王文涛,Wang Wentao,Minister and Secretary of Party Leadership Group of Ministry of Commerce ,State Council,李希,Li Xi,上海,province/municipality,1,1,1,1,2011,2011,11,older overlap,2,local/department leadership,4,ministerial/provincial chief,PBSC member clearly senior at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,2.75,matched_title,22,usable,,上海 2011-2011: 2008-2011 上海市黄浦区委书记 ↔ 李希 2011-2013 上海市委常委、组织部部长
王文涛,Wang Wentao,Minister and Secretary of Party Leadership Group of Ministry of Commerce ,State Council,王沪宁,Wang Huning,复旦大学,university/research,1,2,5,5,1981,1985,37,older overlap,1,education/early career,2,local/department leadership,PBSC member likely senior at overlap,academia,Medium,same university/research anchor plus seniority relationship,,,4.5,matched_title,22,usable,,"复旦大学 1981-1981: 1981-1985 复旦大学 哲学系哲学专业学习 ↔ 王沪宁 1978-1981 复旦大学国际政治系国际政治专业硕士研究生
复旦大学 1981-1985: 1981-1985 复旦大学 哲学系哲学专业学习 ↔ 王沪宁 1981-1989 复旦大学国际政治系教师、副教授、教授 （其间：1988－1989年美国爱荷华大学、加利福尼亚大学伯克利分校访问学者）"
王文涛,Wang Wentao,Minister and Secretary of Party Leadership Group of Ministry of Commerce ,State Council,习近平,Xi Jinping,上海,province/municipality,1,2,1,1,2007,2007,15,older overlap,3,vice-ministerial/provincial deputy,2,local/department leadership,connected individual senior/unclear at overlap,provincial,Medium,same province/municipality with limited overlapping years,Y,Shanghai,8.0,matched_title,22,usable,,"上海 2007-2007: 2007-2007 上海市黄浦区委副书记、副区长、代区长 ↔ 习近平 2007-2007 上海市委书记，上海警备区党委第一书记
上海 2007-2007: 2007-2008 上海市黄浦区委副书记、区长 ↔ 习近平 2007-2007 上海市委书记，上海警备区党委第一书记"
王新伟,Wang Xinwei,Governor of Liaoning,,蔡奇,Cai Qi,浙江,province/municipality,1,2,1,1,2004,2004,18,older overlap,3,vice-ministerial/provincial deputy,2,local/department leadership,connected individual senior/unclear at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,3.0,matched_title,26,usable,,"浙江 2004-2004: 2002-2006 河南省平顶山市新华区委副书记、区长（其间：2004.09-2004.12挂职任浙江省临海市市长助理） ↔ 蔡奇 2002-2004 浙江省衢州市委书记、市人大常委会主任
浙江 2004-2004: 2002-2006 河南省平顶山市新华区委副书记、区长（其间：2004.09-2004.12挂职任浙江省临海市市长助理） ↔ 蔡奇 2004-2007 浙江省台州市委书记"
王新伟,Wang Xinwei,Governor of Liaoning,,李强,Li Qiang,浙江,province/municipality,1,2,1,1,2004,2004,18,older overlap,3,vice-ministerial/provincial deputy,3,vice-ministerial/provincial deputy,near-peer rank at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,3.0,matched_title,26,usable,,"浙江 2004-2004: 2002-2006 河南省平顶山市新华区委副书记、区长（其间：2004.09-2004.12挂职任浙江省临海市市长助理） ↔ 李强 2003-2004 浙江省温州市委书记、市人大常委会主任 （2001-2004年 中央党校在职研究生班世界经济专业学习）
浙江 2004-2004: 2002-2006 河南省平顶山市新华区委副书记、区长（其间：2004.09-2004.12挂职任浙江省临海市市长助理） ↔ 李强 2004-2005 浙江省委秘书长"
王新伟,Wang Xinwei,Governor of Liaoning,,习近平,Xi Jinping,浙江,province/municipality,1,1,1,1,2004,2004,18,older overlap,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,2.75,matched_title,26,usable,,浙江 2004-2004: 2002-2006 河南省平顶山市新华区委副书记、区长（其间：2004.09-2004.12挂职任浙江省临海市市长助理） ↔ 习近平 2003-2007 浙江省委书记、省人大常委会主任，浙江省军区党委第一书记
王晓晖,Wang Xiaohui,"Secretary of the Sichuan Provincial Party Committee;
Chairman of Standing Committee of the People's Congress of Sichuan Province",Provincial committee,王沪宁,Wang Huning,中央政策研究室,central party organ,1,4,2,1,2014,2017,5,recent before 20th Congress,4,ministerial/provincial chief,6,top leadership/PBSC,PBSC member clearly senior at overlap,party_center,High,same named central organization with sustained or repeated overlap,,,5.8,matched_title,7,partial,,"中央政策研究室 2014-2014: 2014-2014 01月，任中央宣传部副部长，中央政策研究室副主任 （兼） ； ↔ 王沪宁 2012-2014 中央政治局委员，中央政策研究室主任
中央政策研究室 2014-2014: 2014-2014 01月，任中央宣传部副部长，中央政策研究室副主任 （兼） ； ↔ 王沪宁 2014-2017 中央政治局委员，中央政策研究室主任，中央全面深化改革领导小组办公室主任
中央政策研究室 2017-2017: 2017-2017 02月，任中央政策研究室主持常务工作的副主任 （正部长级） ； ↔ 王沪宁 2014-2017 中央政治局委员，中央政策研究室主任，中央全面深化改革领导小组办公室主任
中央政策研究室 2017-2017: 2017-2017 02月，任中央政策研究室主持常务工作的副主任 （正部长级） ； ↔ 王沪宁 2017-2020 中央政治局常委、中央书记处书记，中央政策研究室主任，中央全面深化改革领导小组办公室主任，中央文明委主任"
王曦,Wang Xi,Vice Governor of Guangdong,,丁薛祥,Ding Xuexiang,上海,province/municipality,1,28,27,27,1987,2013,9,medium-term before 20th Congress,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,academia,High,same province/municipality with sustained or repeated overlapping career episodes,,,49.5,matched_title,19,usable,,"上海 1987-1988: 1987-1990 中国科学院上海冶金研究所材料物理专业硕士研究生 ↔ 丁薛祥 1984-1988 上海材料研究所办公室副主任、团委书记
上海 1988-1990: 1987-1990 中国科学院上海冶金研究所材料物理专业硕士研究生 ↔ 丁薛祥 1988-1992 上海材料研究所办公室主任、宣传部主任
上海 1990-1992: 1990-1994 中国科学院上海冶金研究所研究实习员 （其间：1990.09-1993.12中国科学院上海冶金研究所材料物理专业在职研究生学习，获工学博士学位；1993.07-1994.05澳大利亚联邦科学与工业研究院访问学者） ↔ 丁薛祥 1988-1992 上海材料研究所办公室主任、宣传部主任
上海 1992-1994: 1990-1994 中国科学院上海冶金研究所研究实习员 （其间：1990.09-1993.12中国科学院上海冶金研究所材料物理专业在职研究生学习，获工学博士学位；1993.07-1994.05澳大利亚联邦科学与工业研究院访问学者） ↔ 丁薛祥 1992-1994 上海材料研究所九室主任 （其间：1993.09-1993.12上海市委党校中青年干部培训班学习）
上海 1994-1994: 1990-1994 中国科学院上海冶金研究所研究实习员 （其间：1990.09-1993.12中国科学院上海冶金研究所材料物理专业在职研究生学习，获工学博士学位；1993.07-1994.05澳大利亚联邦科学与工业研究院访问学者） ↔ 丁薛祥 1994-1996 上海材料研究所副所长 （1989-1994年复旦大学管理学院行政管理专业在职研究生学习，获理学硕士学位）"
王曦,Wang Xi,Vice Governor of Guangdong,,李强,Li Qiang,上海,province/municipality,1,1,3,3,2017,2019,3,recent before 20th Congress,3,vice-ministerial/provincial deputy,5,national leadership,PBSC member clearly senior at overlap,,Medium,same province/municipality with limited overlapping years,,,5.75,matched_title,19,usable,,上海 2017-2019: 2016-2019 中国科学院上海微系统与信息技术研究所所长兼中国科学技术协会副主席 （2017.04任中国科学院上海高等研究院院长） ↔ 李强 2017-2022 中央政治局委员，上海市委书记
王曦,Wang Xi,Vice Governor of Guangdong,,李希,Li Xi,上海,province/municipality,1,2,4,4,2011,2014,8,medium-term before 20th Congress,2,local/department leadership,4,ministerial/provincial chief,PBSC member clearly senior at overlap,academia,Medium,same province/municipality with limited overlapping years,,,7.5,matched_title,19,usable,,"上海 2011-2013: 2010-2016 中国科学院上海微系统与信息技术研究所所长 ↔ 李希 2011-2013 上海市委常委、组织部部长
上海 2013-2014: 2010-2016 中国科学院上海微系统与信息技术研究所所长 ↔ 李希 2013-2014 上海市委副书记，中国浦东干部学院理事会副理事长、第一副院长"
王曦,Wang Xi,Vice Governor of Guangdong,,李希,Li Xi,广东,province/municipality,1,4,3,3,2020,2022,0,active/after 20th Congress,4,ministerial/provincial chief,6,top leadership/PBSC,PBSC member clearly senior at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,6.5,matched_title,19,usable,,"广东 2020-2022: 2020-2022 广东省人民政府副省长、党组成员 ↔ 李希 2017-2022 中央政治局委员，广东省委书记
广东 2022-2022: 2020-2022 广东省人民政府副省长、党组成员 ↔ 李希 2022-2022 中央政治局常委，中央纪律检查委员会书记，广东省委书记
广东 2022-2022: 2022-2024 广东省委常委，省政府副省长、党组成员 ↔ 李希 2017-2022 中央政治局委员，广东省委书记
广东 2022-2022: 2022-2024 广东省委常委，省政府副省长、党组成员 ↔ 李希 2022-2022 中央政治局常委，中央纪律检查委员会书记，广东省委书记"
王曦,Wang Xi,Vice Governor of Guangdong,,习近平,Xi Jinping,上海,province/municipality,1,2,1,1,2007,2007,15,older overlap,3,vice-ministerial/provincial deputy,2,local/department leadership,connected individual senior/unclear at overlap,,Medium,same province/municipality with limited overlapping years,,,3.0,matched_title,19,usable,,"上海 2007-2007: 2004-2007 中国科学院上海微系统与信息技术研究所副所长、党委副书记 ↔ 习近平 2007-2007 上海市委书记，上海警备区党委第一书记
上海 2007-2007: 2007-2009 中国科学院上海微系统与信息技术研究所党委书记、副所长 ↔ 习近平 2007-2007 上海市委书记，上海警备区党委第一书记"
王正谱,Wang Zhengpu,Deputy Secretary of the Hebei Provincial Party Committee; Governor of Hebei Provincial; Secretary of Party Leadership Group,Provincial committee,李希,Li Xi,辽宁,province/municipality,1,8,4,4,2014,2017,5,recent before 20th Congress,4,ministerial/provincial chief,5,national leadership,PBSC member likely senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,Y,Liaoning,15.0,matched_title,22,usable,,"辽宁 2014-2014: 2011-2014 辽宁省辽阳市委副书记、市长 ↔ 李希 2014-2015 辽宁省委副书记、代省长、省长
辽宁 2014-2015: 2014-2015 辽宁省辽阳市委书记 ↔ 李希 2014-2015 辽宁省委副书记、代省长、省长
辽宁 2015-2015: 2014-2015 辽宁省辽阳市委书记 ↔ 李希 2015-2017 辽宁省委书记、省人大常委会主任
辽宁 2015-2015: 2015-2016 辽宁省委组织部副部长（正厅级） ↔ 李希 2014-2015 辽宁省委副书记、代省长、省长
辽宁 2015-2016: 2015-2016 辽宁省委组织部副部长（正厅级） ↔ 李希 2015-2017 辽宁省委书记、省人大常委会主任"
王莉霞（女，蒙古族）,"Wang Lixia (Nv, Mengguzu)","Deputy Secretary of the Party Committee of Inner Mongolia Autonomous Region; Chairman, Inner Mongolia Autonomous Regional People's Government; Secretary of the Party Leadership Group of the Government",Central Party apparatus,李希,Li Xi,陕西,province/municipality,1,5,8,8,2004,2011,11,older overlap,3,vice-ministerial/provincial deputy,3,vice-ministerial/provincial deputy,near-peer rank at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,15.25,matched_title,14,usable,,"陕西 2004-2005: 2000-2005 陕西省统计局副局长、党组成员（其间：2001.10-2002.01在陕西省委党校中青年干部培训班学习；2003.07-2003.09在清华大学、哈佛大学公共管理高级培训班学习） ↔ 李希 2004-2006 陕西省委常委、秘书长
陕西 2005-2006: 2005-2011 陕西省统计局局长、党组书记（其间：2006.09-2006.11在中央党校市厅级领导干部进修班学习） ↔ 李希 2004-2006 陕西省委常委、秘书长
陕西 2006-2011: 2005-2011 陕西省统计局局长、党组书记（其间：2006.09-2006.11在中央党校市厅级领导干部进修班学习） ↔ 李希 2006-2011 陕西省委常委、延安市委书记 （其间：2007-2009年 兼任延安市人大常委会主任；2008-2011年 清华大学经济管理学院高级管理人员工商管理专业学习，获高级管理人员工商管理硕士学位）
陕西 2011-2011: 2011-2011 陕西省铜川市委副书记、副市长、代市长 ↔ 李希 2006-2011 陕西省委常委、延安市委书记 （其间：2007-2009年 兼任延安市人大常委会主任；2008-2011年 清华大学经济管理学院高级管理人员工商管理专业学习，获高级管理人员工商管理硕士学位）
陕西 2011-2011: 2011-2013 陕西省铜川市委副书记、市长 ↔ 李希 2006-2011 陕西省委常委、延安市委书记 （其间：2007-2009年 兼任延安市人大常委会主任；2008-2011年 清华大学经济管理学院高级管理人员工商管理专业学习，获高级管理人员工商管理硕士学位）"
王莉霞（女，蒙古族）,"Wang Lixia (Nv, Mengguzu)","Deputy Secretary of the Party Committee of Inner Mongolia Autonomous Region; Chairman, Inner Mongolia Autonomous Regional People's Government; Secretary of the Party Leadership Group of the Government",Central Party apparatus,赵乐际,Zhao Leji,陕西,province/municipality,1,4,6,6,2007,2012,10,medium-term before 20th Congress,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,12.0,matched_title,14,usable,,"陕西 2007-2008: 2005-2011 陕西省统计局局长、党组书记（其间：2006.09-2006.11在中央党校市厅级领导干部进修班学习） ↔ 赵乐际 2007-2008 陕西省委书记
陕西 2008-2011: 2005-2011 陕西省统计局局长、党组书记（其间：2006.09-2006.11在中央党校市厅级领导干部进修班学习） ↔ 赵乐际 2008-2012 陕西省委书记、省人大常委会主任
陕西 2011-2011: 2011-2011 陕西省铜川市委副书记、副市长、代市长 ↔ 赵乐际 2008-2012 陕西省委书记、省人大常委会主任
陕西 2011-2012: 2011-2013 陕西省铜川市委副书记、市长 ↔ 赵乐际 2008-2012 陕西省委书记、省人大常委会主任"
王蒙徽,Wang Menghui,Member of 20th Central Committee; former arty Secretary of Hubei from 2022 to 2024,Provincial committee,李希,Li Xi,辽宁,province/municipality,1,3,2,2,2016,2017,5,recent before 20th Congress,3,vice-ministerial/provincial deputy,5,national leadership,PBSC member clearly senior at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,4.75,matched_title,18,usable,,"辽宁 2016-2016: 2016-2016 辽宁省委常委、沈阳市委书记 ↔ 李希 2015-2017 辽宁省委书记、省人大常委会主任
辽宁 2016-2017: 2016-2017 辽宁省委副书记、沈阳市委书记，辽宁省委党校校长（兼） ↔ 李希 2015-2017 辽宁省委书记、省人大常委会主任
辽宁 2017-2017: 2016-2017 辽宁省委副书记、沈阳市委书记，辽宁省委党校校长（兼） ↔ 李希 2017-2017 中央政治局委员，辽宁省委书记、省人大常委会主任"
王蒙徽,Wang Menghui,Member of 20th Central Committee; former arty Secretary of Hubei from 2022 to 2024,Provincial committee,习近平,Xi Jinping,清华大学,university/research,1,1,2,2,1978,1979,43,older overlap,1,education/early career,1,education/early career,near-peer rank at overlap,academia,Low,same university/research anchor is weaker evidence of factional connection,,,1.45,matched_title,18,usable,,清华大学 1978-1979: 1978-1983 清华大学建筑系建筑学专业学习 ↔ 习近平 1975-1979 清华大学化工系基本有机合成专业学习
石泰峰,Shi Taifeng,"First-Ranked Vice Chair of CPPCC;
Minister of CCP United Front Work Department",Central Party apparatus,李强,Li Qiang,江苏,province/municipality,1,4,2,2,2016,2017,5,recent before 20th Congress,4,ministerial/provincial chief,5,national leadership,PBSC member likely senior at overlap,provincial,Medium,same province/municipality with limited overlapping years,Y,Jiangsu Province (2000s),10.0,matched_title,34,usable,,"江苏 2016-2016: 2015-2016 江苏省委副书记、代省长 ↔ 李强 2016-2017 江苏省委书记
江苏 2016-2017: 2016-2017 江苏省委副书记、省长 ↔ 李强 2016-2017 江苏省委书记
江苏 2017-2017: 2016-2017 江苏省委副书记、省长 ↔ 李强 2017-2017 江苏省委书记、省人大常委会主任
江苏 2017-2017: 2016-2017 江苏省委副书记、省长 ↔ 李强 2017-2017 中央政治局委员，江苏省委书记、省人大常委会主任"
石泰峰,Shi Taifeng,"First-Ranked Vice Chair of CPPCC;
Minister of CCP United Front Work Department",Central Party apparatus,赵乐际,Zhao Leji,北京大学,university/research,1,1,3,3,1978,1980,42,older overlap,1,education/early career,1,education/early career,near-peer rank at overlap,academia,Low,same university/research anchor is weaker evidence of factional connection,,,2.05,matched_title,34,usable,,北京大学 1978-1980: 1978-1982 北京大学 法律系法律专业学习 ↔ 赵乐际 1977-1980 北京大学哲学系哲学专业学习
程丽华（女）,Cheng Lihua (Nv),Secretary and Chairman of the Chongqing CPPCC Party Leadership Group,Central Party apparatus,赵乐际,Zhao Leji,青海,province/municipality,1,25,24,24,1984,2007,15,older overlap,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,party_center; provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,44.25,matched_title,20,usable,,"青海 1984-1984: 1984-1993 青海省财政厅企业处干部、副主任科员 ↔ 赵乐际 1983-1984 青海省商业厅政治处副主任、厅团委书记
青海 1984-1986: 1984-1993 青海省财政厅企业处干部、副主任科员 ↔ 赵乐际 1984-1986 青海省五金交电化工公司党委书记、经理
青海 1986-1991: 1984-1993 青海省财政厅企业处干部、副主任科员 ↔ 赵乐际 1986-1991 青海省商业厅副厅长、党委副书记
青海 1991-1993: 1984-1993 青海省财政厅企业处干部、副主任科员 ↔ 赵乐际 1991-1993 青海省商业厅厅长、党委书记（1992.04兼省供销联社主任）
青海 1993-1993: 1984-1993 青海省财政厅企业处干部、副主任科员 ↔ 赵乐际 1993-1994 青海省省长助理，省财政厅厅长、党组书记"
胡和平,Hu Heping,Deputy Minister of Daily Work of the Central Propraganda Department,Central Party apparatus,蔡奇,Cai Qi,浙江,province/municipality,1,2,2,2,2013,2014,8,medium-term before 20th Congress,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,4.5,matched_title,29,usable,,"浙江 2013-2013: 2013-2015 浙江省委常委、组织部部长 ↔ 蔡奇 2010-2013 浙江省委常委、组织部部长
浙江 2013-2014: 2013-2015 浙江省委常委、组织部部长 ↔ 蔡奇 2013-2014 浙江省委常委、副省长"
胡和平,Hu Heping,Deputy Minister of Daily Work of the Central Propraganda Department,Central Party apparatus,李强,Li Qiang,浙江,province/municipality,1,2,3,3,2013,2015,7,medium-term before 20th Congress,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,6.0,matched_title,29,usable,,"浙江 2013-2013: 2013-2015 浙江省委常委、组织部部长 ↔ 李强 2012-2013 浙江省委副书记、代省长
浙江 2013-2015: 2013-2015 浙江省委常委、组织部部长 ↔ 李强 2013-2016 浙江省委副书记、省长"
胡和平,Hu Heping,Deputy Minister of Daily Work of the Central Propraganda Department,Central Party apparatus,李希,Li Xi,清华大学,university/research,1,2,4,4,2008,2011,11,older overlap,4,ministerial/provincial chief,3,vice-ministerial/provincial deputy,connected individual senior/unclear at overlap,academia,Medium,same university/research anchor plus seniority relationship,,,3.9,matched_title,29,usable,,"清华大学 2008-2008: 2007-2008 清华大学党委常务副书记（其间：2008.03-2008.07中央党校中青年干部培训一班学习） ↔ 李希 2006-2011 陕西省委常委、延安市委书记 （其间：2007-2009年 兼任延安市人大常委会主任；2008-2011年 清华大学经济管理学院高级管理人员工商管理专业学习，获高级管理人员工商管理硕士学位）
清华大学 2008-2011: 2008-2013 清华大学党委书记（副部长级） ↔ 李希 2006-2011 陕西省委常委、延安市委书记 （其间：2007-2009年 兼任延安市人大常委会主任；2008-2011年 清华大学经济管理学院高级管理人员工商管理专业学习，获高级管理人员工商管理硕士学位）"
胡和平,Hu Heping,Deputy Minister of Daily Work of the Central Propraganda Department,Central Party apparatus,习近平,Xi Jinping,清华大学,university/research,1,3,5,5,1998,2002,20,older overlap,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,academia,Low,same university/research anchor is weaker evidence of factional connection,,,3.75,matched_title,29,usable,,"清华大学 1998-2000: 1997-2000 清华大学水利水电工程系副主任 ↔ 习近平 2000-2002 福建省委副书记、省长，南京军区国防动员委员会副主任，福建省国防动员委员会主任，福建省高炮预备役师第一政委（1998-2002年清华大学人文社会学院马克思主义理论与思想政治教育专业在职研究生班学习，获法学博士学位）
清华大学 2000-2002: 2000-2002 清华大学土木水利学院党委书记 ↔ 习近平 2000-2002 福建省委副书记、省长，南京军区国防动员委员会副主任，福建省国防动员委员会主任，福建省高炮预备役师第一政委（1998-2002年清华大学人文社会学院马克思主义理论与思想政治教育专业在职研究生班学习，获法学博士学位）
清华大学 2002-2002: 2002-2003 清华大学党委组织部部长 ↔ 习近平 2000-2002 福建省委副书记、省长，南京军区国防动员委员会副主任，福建省国防动员委员会主任，福建省高炮预备役师第一政委（1998-2002年清华大学人文社会学院马克思主义理论与思想政治教育专业在职研究生班学习，获法学博士学位）"
胡春华,Hu Chunhua,Vice Chairman of the National Committee of the Chinese People's Political Consultative Conference,NPCCC,李希,Li Xi,广东,province/municipality,1,1,1,1,2017,2017,5,recent before 20th Congress,5,national leadership,5,national leadership,near-peer rank at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,2.75,matched_title,22,usable,,广东 2017-2017: 2012-2017 中央政治局委员，广东省委书记 ↔ 李希 2017-2022 中央政治局委员，广东省委书记
胡春华,Hu Chunhua,Vice Chairman of the National Committee of the Chinese People's Political Consultative Conference,NPCCC,赵乐际,Zhao Leji,北京大学,university/research,1,1,2,2,1979,1980,42,older overlap,1,education/early career,1,education/early career,near-peer rank at overlap,academia,Low,same university/research anchor is weaker evidence of factional connection,,,1.45,matched_title,22,usable,,北京大学 1979-1980: 1979-1983 北京大学中文系学习 ↔ 赵乐际 1977-1980 北京大学哲学系哲学专业学习
蓝佛安,Lan Foan,Minister and party branch secretary of Finance.,State Council,李希,Li Xi,广东,province/municipality,1,1,1,1,2017,2017,5,recent before 20th Congress,4,ministerial/provincial chief,5,national leadership,PBSC member likely senior at overlap,,Medium,same province/municipality with limited overlapping years,,,2.75,matched_title,21,usable,,广东 2017-2017: 2016-2017 广东省人民政府副省长 ↔ 李希 2017-2022 中央政治局委员，广东省委书记
蔡剑江,Cai Jianjiang,Secretary of the Party Committee of the Office of the Central Air Traffic Control Committee,State Council,丁薛祥,Ding Xuexiang,上海,province/municipality,1,2,1,1,2001,2001,21,older overlap,2,local/department leadership,3,vice-ministerial/provincial deputy,PBSC member likely senior at overlap,,Medium,same province/municipality with limited overlapping years,,,3.0,matched_title,11,usable,,"上海 2001-2001: 2001-2001 进入中国国际航空公司，先后任上海营业部经理，中国国际航空公司总裁助理兼市场营销部经理等职务； ↔ 丁薛祥 1999-2001 上海市科委副主任 （正局级）
上海 2001-2001: 2001-2001 进入中国国际航空公司，先后任上海营业部经理，中国国际航空公司总裁助理兼市场营销部经理等职务； ↔ 丁薛祥 2001-2004 上海市闸北区委副书记、代区长、区长"
袁家军,Yuan Jiajun,Politburo Member; Secretary of the Chongqing Municipal Party Committee,Provincial committee,蔡奇,Cai Qi,浙江,province/municipality,1,2,1,1,2014,2014,8,medium-term before 20th Congress,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,3.0,matched_title,21,usable,,"浙江 2014-2014: 2014-2014 浙江省委常委、副省长提名人选 ↔ 蔡奇 2013-2014 浙江省委常委、副省长
浙江 2014-2014: 2014-2016 浙江省委常委、常务副省长、省政府党组副书记、浙江行政学院院长、省委政法委副书记 ↔ 蔡奇 2013-2014 浙江省委常委、副省长"
袁家军,Yuan Jiajun,Politburo Member; Secretary of the Chongqing Municipal Party Committee,Provincial committee,李强,Li Qiang,浙江,province/municipality,1,4,3,3,2014,2016,6,medium-term before 20th Congress,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,6.5,matched_title,21,usable,,"浙江 2014-2014: 2014-2014 浙江省委常委、副省长提名人选 ↔ 李强 2013-2016 浙江省委副书记、省长
浙江 2014-2016: 2014-2016 浙江省委常委、常务副省长、省政府党组副书记、浙江行政学院院长、省委政法委副书记 ↔ 李强 2013-2016 浙江省委副书记、省长
浙江 2016-2016: 2016-2016 浙江省委副书记、政法委书记，常务副省长 ↔ 李强 2013-2016 浙江省委副书记、省长
浙江 2016-2016: 2016-2017 浙江省委副书记、政法委书记 ↔ 李强 2013-2016 浙江省委副书记、省长"
